,0,1,2,3,4,5
0,0.8779778480529785,0.8982993960380554,0.8848192691802979,0.8713240027427673,0.915643036365509,0.8886887431144714
1,0.9091565608978271,0.9046085476875305,0.9306098222732544,0.913936197757721,0.9158194661140442,0.9014759063720703
2,0.9255138039588928,0.87827467918396,0.9410258531570435,0.9255138039588928,0.9295037984848022,0.9410258531570435
3,0.9054228067398071,0.8899316191673279,0.9463397264480591,0.9081774353981018,0.924685537815094,0.9131030440330505
4,0.9078744053840637,0.8850391507148743,0.8882603049278259,0.8674197196960449,0.8460091352462769,0.8451576828956604
5,0.8949281573295593,0.8934634923934937,0.8975619673728943,0.8885376453399658,0.8915942311286926,0.8914250731468201
6,0.8807139992713928,0.8868134021759033,0.9067031741142273,0.903180718421936,0.8683099746704102,0.9156985878944397
7,0.8668188452720642,0.8690283894538879,0.9032384753227234,0.8471105098724365,0.8646448850631714,0.885097324848175
8,0.9565380811691284,0.9231454133987427,0.9483761787414551,0.9581414461135864,0.9586363434791565,0.9431276321411133
9,0.9779466390609741,0.937656044960022,0.9492312073707581,0.956187903881073,0.970100998878479,0.9801865816116333
10,0.8785988688468933,0.8819884061813354,0.9218382835388184,0.8735458850860596,0.9087532758712769,0.9418819546699524
11,1.0,0.9373862743377686,0.9708016514778137,0.9930539727210999,1.0,0.9839286804199219
12,0.8874045610427856,0.8635141849517822,0.8789342641830444,0.8536288738250732,0.9001570343971252,0.8694251179695129
13,0.9106725454330444,0.8959650993347168,0.8842837810516357,0.9648714065551758,0.9284863471984863,0.9056611657142639
14,0.893723726272583,0.8800480365753174,0.8927373886108398,0.8963139057159424,0.9068819284439087,0.8877227306365967
15,0.916472315788269,0.8915826082229614,0.8849508166313171,0.8882433772087097,0.9277635216712952,0.9020665884017944
16,0.9075790643692017,0.8649774789810181,0.8885680437088013,0.8691274523735046,0.8867695331573486,0.9120516180992126
17,0.951916515827179,0.9240512847900391,0.9101279973983765,0.883906364440918,0.9137475490570068,0.9370219707489014
18,0.8948319554328918,0.8796201348304749,0.8646712899208069,0.9073395729064941,0.9024380445480347,0.8983979821205139
19,0.8909642696380615,0.8716119527816772,0.8647890090942383,0.9118009805679321,0.916258692741394,0.8595830202102661
20,0.8879091739654541,0.8963972330093384,0.8879091739654541,0.9117308259010315,0.9035326242446899,0.8791466951370239
21,0.9242340326309204,0.9245137572288513,0.9400212168693542,0.9317311644554138,0.9034270644187927,0.9101545810699463
22,0.92392498254776,0.8629493713378906,0.9285977482795715,0.9285174012184143,0.9227678775787354,0.90118008852005
23,0.8935489058494568,0.8506958484649658,0.8865932822227478,0.8460773825645447,0.8816941976547241,0.8770154714584351
24,0.8816324472427368,0.8470498919487,0.8963485956192017,0.8014817237854004,0.8614827394485474,0.8382309079170227
25,0.9373272657394409,0.9181710481643677,0.9374896883964539,0.8788129687309265,0.9380227327346802,0.8819310069084167
26,0.8780840635299683,0.8632105588912964,0.8820505142211914,0.8921259641647339,0.8895967602729797,0.8721826076507568
27,0.8904093503952026,0.8550062775611877,0.894957423210144,0.8696696758270264,0.8698380589485168,0.891140341758728
28,0.9026364684104919,0.8734204769134521,0.9184277057647705,0.8863350749015808,0.902513861656189,0.9050069451332092
29,0.8790002465248108,0.8676334023475647,0.8892873525619507,0.8982216715812683,0.8930323123931885,0.8830490112304688
30,0.8658180236816406,0.8742185235023499,0.8984223008155823,0.9230930209159851,0.8792234063148499,0.8825569152832031
31,0.8963178992271423,0.8461054563522339,0.8884416818618774,0.8945791721343994,0.8887328505516052,0.8664427995681763
32,0.9181827306747437,0.8997020125389099,0.9212997555732727,0.8809572458267212,0.8809572458267212,0.8748458623886108
33,0.9073849320411682,0.8556767702102661,0.917544424533844,0.8671872019767761,0.8906685709953308,0.903804361820221
34,0.878218948841095,0.8904337882995605,0.8991756439208984,0.8980933427810669,0.8622123599052429,0.8709474802017212
35,0.9327700138092041,0.9384569525718689,0.9871041774749756,0.9200035929679871,0.9270168542861938,0.9232285618782043
36,0.880220890045166,0.8868987560272217,0.8909501433372498,0.8560448884963989,0.8297893404960632,0.882164478302002
37,0.905042827129364,0.8645471930503845,0.8908390402793884,0.863773763179779,0.8905443549156189,0.8631190061569214
38,0.8958075642585754,0.8855491280555725,0.899600088596344,0.8866767287254333,0.8383834362030029,0.8942296504974365
39,0.9011074304580688,0.8773409128189087,0.8862014412879944,0.8825937509536743,0.9050230979919434,0.8862014412879944
40,0.905219316482544,0.8642258644104004,0.9146780371665955,0.8833211660385132,0.9048117399215698,0.9146780371665955
41,0.9143495559692383,0.8945932388305664,0.9426815509796143,0.8925662636756897,0.9018452167510986,0.9688792824745178
42,0.9256738424301147,0.9348480105400085,0.9275233149528503,0.8796713948249817,0.9355401396751404,0.8846380114555359
43,0.9154840111732483,0.8826043605804443,0.8964540958404541,0.9082943797111511,0.8804646730422974,0.8842810988426208
44,0.8969127535820007,0.8903264999389648,0.9054493308067322,0.9050134420394897,0.9342475533485413,0.8488643765449524
45,0.8269268274307251,0.8319730758666992,0.8306272625923157,0.8539329767227173,0.8433595299720764,0.8466110229492188
46,0.8536251783370972,0.8711470365524292,0.8630018830299377,0.8812621235847473,0.8488957285881042,0.860663652420044
47,0.8849046230316162,0.8750043511390686,0.8974925875663757,0.8914728164672852,0.8826068043708801,0.9085504412651062
48,0.9447241425514221,0.8994036316871643,0.9153729677200317,0.8966176509857178,0.8960244655609131,0.9290423393249512
49,0.8823184370994568,0.8569217920303345,0.8705428838729858,0.8579599261283875,0.8836939930915833,0.8797497749328613
50,0.8770426511764526,0.8534296751022339,0.8770426511764526,0.8770426511764526,0.8890248537063599,0.9311172962188721
51,0.9263206124305725,0.8543867468833923,0.8735160231590271,0.8555681705474854,0.9007883667945862,0.8774980902671814
52,0.926600992679596,0.8834805488586426,0.9345230460166931,0.9305837154388428,0.9334275722503662,0.9421015381813049
53,0.9288352727890015,0.8966642618179321,0.926144540309906,0.9021225571632385,0.9024479985237122,0.9040836691856384
54,0.8871487975120544,0.9237996935844421,0.9393872022628784,0.8702913522720337,0.9162999987602234,0.9484198093414307
55,0.8812388181686401,0.8866952061653137,0.903327226638794,0.8721931576728821,0.905380129814148,0.9108654260635376
56,0.9150572419166565,0.922356367111206,0.9223271012306213,0.9359692931175232,0.8633295297622681,0.919171154499054
57,0.9279364943504333,0.9567010998725891,0.9328470230102539,0.907192051410675,0.9197225570678711,0.9816212058067322
58,0.9283124804496765,0.9017021059989929,0.9049801230430603,0.9184058308601379,0.9155109524726868,0.9405069947242737
59,0.9375278353691101,0.9175444841384888,0.9145912528038025,0.9737144112586975,0.9615719318389893,0.8537999987602234
60,0.9501426815986633,0.9107379913330078,0.9501426815986633,0.9198869466781616,0.9788655042648315,0.9433469176292419
61,0.906396210193634,0.90397047996521,0.9256389737129211,0.9267854690551758,0.9246034026145935,0.903660237789154
62,0.9217886328697205,0.9341622591018677,0.9208406805992126,0.932152271270752,0.933469295501709,0.9090572595596313
63,0.8906975984573364,0.879145622253418,0.8981584310531616,0.8981584310531616,0.8913913369178772,0.8946929574012756
64,0.8867265582084656,0.868159830570221,0.8842780590057373,0.8582959771156311,0.8862965703010559,0.8839463591575623
65,0.8927321434020996,0.8858373165130615,0.8986214995384216,0.8696064949035645,0.8453981280326843,0.8597849607467651
66,0.8521162867546082,0.85178142786026,0.8494464159011841,0.8564735054969788,0.861465573310852,0.8747709393501282
67,0.8885908722877502,0.8837176561355591,0.8841429948806763,0.8899368047714233,0.9077311754226685,0.9108073711395264
68,0.8972287178039551,0.8663671016693115,0.9266835451126099,0.8980599641799927,0.924761176109314,0.9305585026741028
69,0.899807333946228,0.8755015134811401,0.9361652135848999,0.8764643669128418,0.90330570936203,0.9124223589897156
70,0.9352990984916687,0.8977928757667542,0.9578036069869995,0.9141315221786499,0.9141184687614441,0.9578036069869995
71,0.9289901256561279,0.9133702516555786,0.9615570902824402,0.9200727343559265,0.932003915309906,0.9347691535949707
72,0.89447021484375,0.8999720811843872,0.9171105027198792,0.9461522102355957,0.8963863253593445,0.903294563293457
