,0,1,2,3,4,5
0,-3.2260935306549072,-3.0608301162719727,-2.9483351707458496,-4.010691165924072,-2.786771297454834,-2.3499574661254883
1,-3.57427716255188,-3.734261989593506,-3.0387749671936035,-2.3720550537109375,-3.048713445663452,-2.9518141746520996
2,-2.7247836589813232,-3.335646390914917,-2.0620617866516113,-2.7247836589813232,-2.8636984825134277,-2.0620617866516113
3,-3.6885673999786377,-3.9332010746002197,-2.8362834453582764,-3.655146360397339,-4.430008411407471,-3.0453810691833496
4,-2.123119592666626,-2.8561172485351562,-3.031531810760498,-2.9075734615325928,-4.076411724090576,-3.7872848510742188
5,-2.220505714416504,-2.5869226455688477,-2.5234272480010986,-2.798421621322632,-2.3859708309173584,-2.369572162628174
6,-3.71094012260437,-4.826472759246826,-2.6964352130889893,-2.7603609561920166,-3.1708180904388428,-3.2504630088806152
7,-6.739217281341553,-3.5548219680786133,-4.526557922363281,-6.409709453582764,-4.619606018066406,-5.177712440490723
8,-1.323974847793579,-3.096566677093506,-1.5662791728973389,-0.865554928779602,-1.128843903541565,-2.591012477874756
9,-0.863788366317749,-1.7611855268478394,-1.8102943897247314,-0.9337984919548035,-2.13788104057312,-1.4648412466049194
10,-2.803730010986328,-2.984602212905884,-2.070948839187622,-2.1479525566101074,-2.3522541522979736,-1.5164581537246704
11,-0.42484477162361145,-2.406930446624756,-1.3140827417373657,-0.787702202796936,-0.9389159679412842,-1.2045984268188477
12,-2.2500686645507812,-3.4870831966400146,-3.0386569499969482,-3.610482692718506,-2.8676552772521973,-3.8181633949279785
13,-2.7073535919189453,-3.7555394172668457,-3.0030384063720703,-1.911650538444519,-3.2721874713897705,-3.5633561611175537
14,-1.9285136461257935,-3.763615608215332,-2.074958324432373,-2.736238479614258,-2.8557028770446777,-1.7812472581863403
15,-2.297140121459961,-3.4258410930633545,-3.658310651779175,-3.4840216636657715,-3.5527403354644775,-4.025696277618408
16,-3.381376266479492,-5.882408618927002,-2.588334560394287,-4.34559440612793,-4.344794750213623,-3.8304443359375
17,-0.4154040515422821,-1.5609854459762573,-1.784755825996399,-3.284660816192627,-2.014808177947998,-0.9980735778808594
18,-3.702888250350952,-4.384505748748779,-4.345116138458252,-3.393205404281616,-4.158519744873047,-3.683791399002075
19,-4.046393871307373,-3.8814468383789062,-3.958650588989258,-2.688814163208008,-2.996843099594116,-2.990967273712158
20,-2.1983203887939453,-2.583566665649414,-2.1983203887939453,-2.916006088256836,-2.689213514328003,-2.4417054653167725
21,-1.229314923286438,-2.3901140689849854,-1.9507532119750977,-1.125730276107788,-4.162185192108154,-1.7581008672714233
22,-2.4467427730560303,-3.3068745136260986,-2.399911403656006,-2.3343961238861084,-2.828150987625122,-2.906804323196411
23,-3.191838502883911,-4.473753929138184,-3.922700881958008,-5.117182731628418,-3.470975637435913,-3.197171926498413
24,-4.526009559631348,-4.3689069747924805,-3.981198310852051,-8.971142768859863,-5.878026008605957,-0.9630152583122253
25,-2.869028329849243,-3.1496729850769043,-1.7775651216506958,-4.123506546020508,-2.6719255447387695,-3.1655325889587402
26,-2.1936135292053223,-2.9118833541870117,-4.126537322998047,-3.2131593227386475,-3.95182204246521,-3.420226573944092
27,-4.397495746612549,-5.14019250869751,-3.9492475986480713,-4.157539367675781,-4.356627941131592,-3.492032289505005
28,-3.3443257808685303,-2.4711766242980957,-3.04036021232605,-2.3668599128723145,-2.358283758163452,-1.6450421810150146
