,0,1,2,3,4,5,6
0,0.8256200551986694,0.8261401057243347,0.8333573341369629,0.8608421683311462,0.8496792316436768,0.8240147829055786,0.8359335660934448
1,0.8260080218315125,0.8293789625167847,0.8478262424468994,0.8448746800422668,0.8414384126663208,0.8410858511924744,0.8437378406524658
2,0.8382860422134399,0.8544049263000488,0.8378820419311523,0.8514377474784851,0.8544045090675354,0.849851667881012,0.8514377474784851
3,0.8227688670158386,0.8364604115486145,0.8497648239135742,0.8402045369148254,0.84786456823349,0.8244033455848694,0.8361129760742188
4,0.8664926290512085,0.8633713126182556,0.855330765247345,0.8581320643424988,0.8427679538726807,0.8347809910774231,0.8238869309425354
5,0.8337938189506531,0.849200427532196,0.8301461338996887,0.8578966856002808,0.8430359363555908,0.8413670063018799,0.8559190630912781
6,0.8370386958122253,0.8547689318656921,0.8579445481300354,0.8542240858078003,0.8562461733818054,0.8414748311042786,0.8605353832244873
7,0.8310672640800476,0.8457882404327393,0.8485779762268066,0.8564216494560242,0.8229377269744873,0.8290153741836548,0.8564377427101135
8,0.8559810519218445,0.861354410648346,0.8676178455352783,0.8485133647918701,0.839652955532074,0.8364653587341309,0.866904616355896
9,0.85511314868927,0.8444640040397644,0.8416221141815186,0.8616625070571899,0.8460076451301575,0.8469333052635193,0.8536220192909241
10,0.847335696220398,0.8558182716369629,0.8580203056335449,0.8747780323028564,0.8568534851074219,0.8576753735542297,0.866759181022644
11,0.8552461862564087,0.8552461266517639,0.8453848958015442,0.8470826745033264,0.8554332852363586,0.8552461862564087,0.8530300259590149
12,0.83098965883255,0.8533743619918823,0.829822838306427,0.8491873741149902,0.8541059494018555,0.853358805179596,0.8421191573143005
13,0.8571809530258179,0.8531736731529236,0.8402459025382996,0.848967432975769,0.8555927872657776,0.8405174612998962,0.8424412608146667
14,0.8672371506690979,0.8578055500984192,0.8635013103485107,0.8561030626296997,0.862214982509613,0.8485366702079773,0.8569214344024658
15,0.8406968712806702,0.8313010334968567,0.8265252113342285,0.8364753723144531,0.820476233959198,0.837099015712738,0.8398919105529785
16,0.8158726096153259,0.8272360563278198,0.8312753438949585,0.8395653963088989,0.833989679813385,0.8391895890235901,0.8494179844856262
17,0.8602052330970764,0.8623186945915222,0.8553012609481812,0.8556981086730957,0.8501131534576416,0.8504412770271301,0.8401552438735962
18,0.8315761089324951,0.8701205849647522,0.8791877627372742,0.8686359524726868,0.8553372621536255,0.8625634908676147,0.857740044593811
19,0.8438626527786255,0.8899208903312683,0.854181706905365,0.8710461258888245,0.8548667430877686,0.8586039543151855,0.8538440465927124
20,0.8559232354164124,0.8410223722457886,0.8474662899971008,0.8410223722457886,0.8410395383834839,0.8377678990364075,0.8351669311523438
21,0.8376008868217468,0.8364543318748474,0.8403570652008057,0.8330196738243103,0.8308182954788208,0.8340941667556763,0.8290502429008484
22,0.8562272787094116,0.870201587677002,0.857999861240387,0.8739621043205261,0.8626499772071838,0.8544708490371704,0.8686679601669312
23,0.8435177206993103,0.864310085773468,0.8582637906074524,0.8663068413734436,0.7980851531028748,0.837727427482605,0.827466607093811
24,0.8160330653190613,0.8312041759490967,0.8039229512214661,0.8186869025230408,0.8609462380409241,0.8123756647109985,0.7905246615409851
25,0.8575146794319153,0.8638923168182373,0.8605048060417175,0.8649939298629761,0.8690670728683472,0.8671285510063171,0.8516455888748169
26,0.8379946947097778,0.8252952098846436,0.8450449705123901,0.8483086228370667,0.8488638401031494,0.8433566689491272,0.8463262319564819
27,0.8187280893325806,0.8554632663726807,0.8501346707344055,0.8423119187355042,0.8399257659912109,0.8235992193222046,0.8521561026573181
28,0.8433078527450562,0.859512984752655,0.8272684812545776,0.8653072118759155,0.8393680453300476,0.8435014486312866,0.8449617624282837
29,0.8421761393547058,0.8478905558586121,0.8604359030723572,0.8658123016357422,0.8678792715072632,0.8699504733085632,0.8632916808128357
30,0.848473072052002,0.8575534224510193,0.860403299331665,0.8690519332885742,0.860182523727417,0.8603753447532654,0.8659049272537231
31,0.8409302234649658,0.8519217371940613,0.8320971727371216,0.8528907299041748,0.8605276942253113,0.8503190279006958,0.8531914949417114
32,0.8435260653495789,0.8412297964096069,0.8448768854141235,0.8576350212097168,0.8472233414649963,0.8472233414649963,0.8449421525001526
33,0.8315163850784302,0.8433436155319214,0.863065779209137,0.8433275818824768,0.8586311340332031,0.8488686084747314,0.8424859046936035
34,0.827624499797821,0.8376415371894836,0.8489410877227783,0.854385256767273,0.8349034786224365,0.8144673705101013,0.8245846629142761
35,0.8352828025817871,0.8430056571960449,0.8460108041763306,0.8348156809806824,0.849824070930481,0.8543857336044312,0.8468863368034363
36,0.8388394117355347,0.8327437043190002,0.8444196581840515,0.8315009474754333,0.8426336646080017,0.8242014050483704,0.8309124112129211
37,0.8308854103088379,0.8386403918266296,0.8388187885284424,0.8344635367393494,0.8365479111671448,0.8371953964233398,0.8608762621879578
38,0.844044029712677,0.8561586141586304,0.8637616634368896,0.8561933636665344,0.8527315855026245,0.8042290210723877,0.8529865741729736
39,0.8321903347969055,0.849596381187439,0.8516347408294678,0.840843141078949,0.8371396064758301,0.8433279395103455,0.840843141078949
40,0.8229445219039917,0.8265708088874817,0.8532715439796448,0.8392975926399231,0.8198825120925903,0.8347396850585938,0.8392975926399231
41,0.8440237045288086,0.845520555973053,0.8353185653686523,0.8406735062599182,0.8294411897659302,0.825839638710022,0.8451247811317444
42,0.8334953784942627,0.8352481722831726,0.8431072235107422,0.8392103314399719,0.8325235247612,0.8337324857711792,0.8572571873664856
43,0.818934977054596,0.8456565737724304,0.8543431162834167,0.8506552577018738,0.8429049253463745,0.8329501748085022,0.8406383991241455
44,0.8491461277008057,0.8504640460014343,0.8651156425476074,0.861240804195404,0.8502113819122314,0.8388270735740662,0.8571807742118835
45,0.7981935739517212,0.8495531678199768,0.8691648244857788,0.8587755560874939,0.8551645874977112,0.8591345548629761,0.8505766987800598
46,0.819428026676178,0.8344594240188599,0.841498076915741,0.8307668566703796,0.8360098004341125,0.8355257511138916,0.8233746290206909
47,0.8412055969238281,0.8618631958961487,0.8488908410072327,0.8600071668624878,0.8568142056465149,0.8616768717765808,0.8528842329978943
48,0.8472168445587158,0.8600322008132935,0.864300012588501,0.856335461139679,0.8574097752571106,0.8488263487815857,0.8534045815467834
49,0.834494948387146,0.8793912529945374,0.8897852301597595,0.8708352446556091,0.8793655633926392,0.8590865731239319,0.886549174785614
50,0.8397283554077148,0.8537228107452393,0.8587524890899658,0.8537228107452393,0.8537228107452393,0.8365638256072998,0.8467123508453369
51,0.85379958152771,0.8540013432502747,0.8156631588935852,0.8482071161270142,0.8130336999893188,0.8440706133842468,0.8508833646774292
52,0.8481994271278381,0.8428384065628052,0.842628002166748,0.8489177227020264,0.8354332447052002,0.8254939913749695,0.861272394657135
53,0.8518227338790894,0.858322024345398,0.8452779054641724,0.8559636473655701,0.8439479470252991,0.8459053039550781,0.8435407280921936
54,0.8437716364860535,0.8424603939056396,0.8555509448051453,0.8560195565223694,0.8403260707855225,0.8450314998626709,0.8535046577453613
55,0.8470052480697632,0.8568756580352783,0.841598391532898,0.8646442294120789,0.8573683500289917,0.8541475534439087,0.868198573589325
56,0.8413768410682678,0.8399221301078796,0.8512616753578186,0.8417688012123108,0.8301066160202026,0.8244439959526062,0.8359451293945312
